Country Name,Country Code,Indicator Name,Indicator Code,1970,1980,1990,2000,2010,2015,2016,2017,2018,2019,2020,2021
St. Lucia,LCA,Land area (sq. km),AG.LND.TOTL.K2,610,610,610,610,610,610,610,610,610,610,610,610
Latin America & Caribbean,LCN,Land area (sq. km),AG.LND.TOTL.K2,20070772,20070692,20070692,20042212,20041252,20039220,20039160,20038920,20038980,20038201,20038201,20038201
Least developed countries: UN classification,LDC,Land area (sq. km),AG.LND.TOTL.K2,20134524,20133724,20133724,20127151,20274534.06,20398536.13,20398270.97,20398229.05,20398190.14,20398202.4,20398133.09,20398133.09
Low income,LIC,Land area (sq. km),AG.LND.TOTL.K2,14472740,14471940,14471940,14471940,14621136.06,14745318.13,14745325.97,14745314.05,14745329.14,14745341.4,14745302.09,14745302.09
Liechtenstein,LIE,Land area (sq. km),AG.LND.TOTL.K2,160,160,160,160,160,160,160,160,160,160,160,160
Sri Lanka,LKA,Land area (sq. km),AG.LND.TOTL.K2,62710,62710,62710,62710,62710,61893,61893,61893,61864,61864.47,61860,61860
Lower middle income,LMC,Land area (sq. km),AG.LND.TOTL.K2,22681182.74,22681052.74,22681052.74,24007824.74,24018386.42,24020950.4,24020672.4,24014355.4,24014397,24014382.47,24014684.8,24014688
Low & middle income,LMY,Land area (sq. km),AG.LND.TOTL.K2,71842882.74,71841822.74,71841822.74,93250566.74,93500540.47,93624834.53,93624520.37,93617953.45,93617989.44,93617193.77,93614092.5,93629196.56
Lesotho,LSO,Land area (sq. km),AG.LND.TOTL.K2,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360
Late-demographic dividend,LTE,Land area (sq. km),AG.LND.TOTL.K2,24766870.74,24766970.74,24765980.74,44416123.74,44524774.42,44524904.4,44524912.4,44524210.4,44524754.3,44524698.37,44521586.4,44521646
Lithuania,LTU,Land area (sq. km),AG.LND.TOTL.K2,,,,62680,62675,62650,62642,62641,62630,62620,62620,62610
Luxembourg,LUX,Land area (sq. km),AG.LND.TOTL.K2,,,,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46,2574.46
Latvia,LVA,Land area (sq. km),AG.LND.TOTL.K2,,,,62227,62227,62227,62227,62227,62227,62227,62230,62230
"Macao SAR, China",MAC,Land area (sq. km),AG.LND.TOTL.K2,20,20,20,20,29.7,30.4,30.5,30.8,32.9,32.9,32.9,33
St. Martin (French part),MAF,Land area (sq. km),AG.LND.TOTL.K2,,,,,,50,50,50,50,50,50,50
Morocco,MAR,Land area (sq. km),AG.LND.TOTL.K2,446340,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300
Monaco,MCO,Land area (sq. km),AG.LND.TOTL.K2,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.084
Moldova,MDA,Land area (sq. km),AG.LND.TOTL.K2,,,,32880,32850,32880,32880,32890,32885.3,32885.9,32884.6,32970
Madagascar,MDG,Land area (sq. km),AG.LND.TOTL.K2,581540,581540,581540,581540,581540,581800,581800,581800,581800,581800,581800,581800
Maldives,MDV,Land area (sq. km),AG.LND.TOTL.K2,300,300,300,300,300,300,300,300,300,300,300,300
Middle East & North Africa,MEA,Land area (sq. km),AG.LND.TOTL.K2,11226270,11226230,11226230,11226250,11223642,11223347,11223348,11217089,11217087,11217103,11217108,11217118
Mexico,MEX,Land area (sq. km),AG.LND.TOTL.K2,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950
Marshall Islands,MHL,Land area (sq. km),AG.LND.TOTL.K2,,,,180,180,180,180,180,180,180,180,180
Middle income,MIC,Land area (sq. km),AG.LND.TOTL.K2,57370142.74,57369882.74,57369882.74,78778626.74,78879404.42,78879516.4,78879194.4,78872639.4,78872660.3,78871852.37,78868790.4,78883894.47
North Macedonia,MKD,Land area (sq. km),AG.LND.TOTL.K2,,,,25430,25220,25220,25220,25220,25220,25220,25220,25220
Mali,MLI,Land area (sq. km),AG.LND.TOTL.K2,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190
Malta,MLT,Land area (sq. km),AG.LND.TOTL.K2,320,320,320,320,320,320,320,320,320,320,320,320
Myanmar,MMR,Land area (sq. km),AG.LND.TOTL.K2,653540,653540,653540,653540,653260,653080,652780,652750,652700,652700,652670,652670
Middle East & North Africa (excluding high income),MNA,Land area (sq. km),AG.LND.TOTL.K2,8643980,8643940,8643940,8643940,8641280,8641089,8641089,8634829,8634829,8634843,8634843,8634848
Montenegro,MNE,Land area (sq. km),AG.LND.TOTL.K2,,,,,13450,13450,13450,13450,13450,13450,13450,13450
Mongolia,MNG,Land area (sq. km),AG.LND.TOTL.K2,1547438.742,1547438.742,1547438.742,1547438.742,1557292.418,1557255.4,1557255.4,1557255.4,1557255,1557258,1557506.803,1557507
Northern Mariana Islands,MNP,Land area (sq. km),AG.LND.TOTL.K2,,,,460,460,460,460,460,460,460,460,460
Mozambique,MOZ,Land area (sq. km),AG.LND.TOTL.K2,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380
Mauritania,MRT,Land area (sq. km),AG.LND.TOTL.K2,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700
Mauritius,MUS,Land area (sq. km),AG.LND.TOTL.K2,2030,2030,2030,2030,2030,1997,1997,1997,1997,1997,1997,1997
Malawi,MWI,Land area (sq. km),AG.LND.TOTL.K2,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280
Malaysia,MYS,Land area (sq. km),AG.LND.TOTL.K2,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550
North America,NAC,Land area (sq. km),AG.LND.TOTL.K2,18124604,18124604,18124604,18127564,18113064,18113064,18113064,18113064,18113064,18113064,18113064,17936174
Namibia,NAM,Land area (sq. km),AG.LND.TOTL.K2,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290
New Caledonia,NCL,Land area (sq. km),AG.LND.TOTL.K2,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280
Niger,NER,Land area (sq. km),AG.LND.TOTL.K2,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700
Nigeria,NGA,Land area (sq. km),AG.LND.TOTL.K2,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770
Nicaragua,NIC,Land area (sq. km),AG.LND.TOTL.K2,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340
Netherlands,NLD,Land area (sq. km),AG.LND.TOTL.K2,33760,33760,33760,33760,33730,33670,33670,33670,33670,33670,33670,33670
Norway,NOR,Land area (sq. km),AG.LND.TOTL.K2,365244,365244,365244,365244,365244,365190.7,365145.73,365123,365108,365094,364285,364270
Nepal,NPL,Land area (sq. km),AG.LND.TOTL.K2,143000,143000,143000,143350,143350,143350,143350,143350,143350,143350,143350,143350
Nauru,NRU,Land area (sq. km),AG.LND.TOTL.K2,20,20,20,20,20,20,20,20,20,20,20,20
New Zealand,NZL,Land area (sq. km),AG.LND.TOTL.K2,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310
OECD members,OED,Land area (sq. km),AG.LND.TOTL.K2,35163939.7,35163160.41,35161390.97,35510645.74,35497717.59,35499446.23,35509557.06,35508833.78,35509442.21,35509392.22,35508595.8,35331823.4
Oman,OMN,Land area (sq. km),AG.LND.TOTL.K2,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500
Other small states,OSS,Land area (sq. km),AG.LND.TOTL.K2,1983394,1983394,1983394,2018881,2030700,2031643,2031671,2030952,2031526,2031528,2031533,2031538
Pakistan,PAK,Land area (sq. km),AG.LND.TOTL.K2,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880
Panama,PAN,Land area (sq. km),AG.LND.TOTL.K2,74340,74340,74340,74340,74340,74120,74120,74120,74180,74180,74180,74180
Peru,PER,Land area (sq. km),AG.LND.TOTL.K2,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000
Philippines,PHL,Land area (sq. km),AG.LND.TOTL.K2,298260,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170
Palau,PLW,Land area (sq. km),AG.LND.TOTL.K2,,,,460,460,460,460,460,460,460,460,460
Papua New Guinea,PNG,Land area (sq. km),AG.LND.TOTL.K2,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860
Poland,POL,Land area (sq. km),AG.LND.TOTL.K2,306290,306290,306290,306290,306280,306190,306190,306190,306170,306110,306130,306100
Pre-demographic dividend,PRE,Land area (sq. km),AG.LND.TOTL.K2,20066781,20065981,20065981,20166981,20184706.1,20308727.78,20308716.46,20308710.23,20308716.71,20308719.55,20308679.83,20308679.83
Puerto Rico,PRI,Land area (sq. km),AG.LND.TOTL.K2,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870
"Korea, Dem. People's Rep.",PRK,Land area (sq. km),AG.LND.TOTL.K2,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410
Portugal,PRT,Land area (sq. km),AG.LND.TOTL.K2,91500,91500,91500,91500,91590,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6,91605.6
Paraguay,PRY,Land area (sq. km),AG.LND.TOTL.K2,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300
West Bank and Gaza,PSE,Land area (sq. km),AG.LND.TOTL.K2,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6025
Pacific island small states,PSS,Land area (sq. km),AG.LND.TOTL.K2,62860,62860,62860,64200,64200,64200,64200,64150,64150,64150,64150,64150
Post-demographic dividend,PST,Land area (sq. km),AG.LND.TOTL.K2,30270127.7,30269328.41,30267548.97,31353456.74,31337635.29,31336096.63,31346159.56,31345929.58,31346074.11,31346071.12,31345264.7,31168492.4
French Polynesia,PYF,Land area (sq. km),AG.LND.TOTL.K2,3660,3660,3660,3471,3471,3471,3471,3471,3471,3471,3471,3471
Qatar,QAT,Land area (sq. km),AG.LND.TOTL.K2,11610,11610,11610,11610,11610,11490,11490,11490,11490,11490,11490,11490
Romania,ROU,Land area (sq. km),AG.LND.TOTL.K2,230340,230340,229350,229710,230050,230080,230080,230080,230080,230080,230080,230080
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,,,,16381340,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870
Rwanda,RWA,Land area (sq. km),AG.LND.TOTL.K2,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670
South Asia,SAS,Land area (sq. km),AG.LND.TOTL.K2,4779203,4779203,4779203,4772630,4770947,4770130,4770157,4770157,4770124,4770124.47,4770120,4770120
Saudi Arabia,SAU,Land area (sq. km),AG.LND.TOTL.K2,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690
Sudan,SDN,Land area (sq. km),AG.LND.TOTL.K2,2376000,2376000,2376000,2376000,2376000,1868000,1868000,1868000,1868000,1868000,1868000,1868000
Senegal,SEN,Land area (sq. km),AG.LND.TOTL.K2,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530
Singapore,SGP,Land area (sq. km),AG.LND.TOTL.K2,670,670,670,670,702,709,709,712,714,716,718,718
Solomon Islands,SLB,Land area (sq. km),AG.LND.TOTL.K2,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990
Sierra Leone,SLE,Land area (sq. km),AG.LND.TOTL.K2,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180
El Salvador,SLV,Land area (sq. km),AG.LND.TOTL.K2,20850,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720
San Marino,SMR,Land area (sq. km),AG.LND.TOTL.K2,60,60,60,60,60,60,60,60,60,60,60,60
Somalia,SOM,Land area (sq. km),AG.LND.TOTL.K2,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340
Serbia,SRB,Land area (sq. km),AG.LND.TOTL.K2,,,,,87460,87460,87460,87460,87460,87460,84090,84090
Sub-Saharan Africa (excluding high income),SSA,Land area (sq. km),AG.LND.TOTL.K2,23617731,23616931,23616931,23616931,23766277.06,23890426.13,23890433.97,23890422.05,23890437.14,23890449.4,23890403.09,23890403.09
South Sudan,SSD,Land area (sq. km),AG.LND.TOTL.K2,,,,,,631930,631930,631930,631930,631930,631930,631930
Sub-Saharan Africa,SSF,Land area (sq. km),AG.LND.TOTL.K2,23618191,23617391,23617391,23617391,23766737.06,23890886.13,23890893.97,23890882.05,23890897.14,23890909.4,23890863.09,23890863.09
Small states,SST,Land area (sq. km),AG.LND.TOTL.K2,2451054,2451104,2451104,2487931,2499750,2500693,2500721,2499952,2500526,2500528,2500533,2500538
Sao Tome and Principe,STP,Land area (sq. km),AG.LND.TOTL.K2,960,960,960,960,960,960,960,960,960,960,960,960
Suriname,SUR,Land area (sq. km),AG.LND.TOTL.K2,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000
Slovak Republic,SVK,Land area (sq. km),AG.LND.TOTL.K2,,,,48100,48091,48082,48080,48080,48080,48080,48080,48080
Slovenia,SVN,Land area (sq. km),AG.LND.TOTL.K2,,,,20140,20146.2,20142.6,20142,20138.1,20136.4,20136.4,20136.4,20136.4
Sweden,SWE,Land area (sq. km),AG.LND.TOTL.K2,407339.7,407339.7,407339.7,407339.7,407339.7,407310.64,407310.64,407310.64,407310.64,407283.59,407283.532,407283.54
Eswatini,SWZ,Land area (sq. km),AG.LND.TOTL.K2,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200
Sint Maarten (Dutch part),SXM,Land area (sq. km),AG.LND.TOTL.K2,,,,,,34,34,34,34,34,34,34
Seychelles,SYC,Land area (sq. km),AG.LND.TOTL.K2,460,460,460,460,460,460,460,460,460,460,460,460
Syrian Arab Republic,SYR,Land area (sq. km),AG.LND.TOTL.K2,183780,183780,183780,183780,183630,183630,183630,183630,183630,183630,183630,183630
Turks and Caicos Islands,TCA,Land area (sq. km),AG.LND.TOTL.K2,950,950,950,950,950,950,950,950,950,950,950,950
Chad,TCD,Land area (sq. km),AG.LND.TOTL.K2,1260000,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200
East Asia & Pacific (IDA & IBRD countries),TEA,Land area (sq. km),AG.LND.TOTL.K2,15801898.74,15801808.74,15801808.74,15854637.74,15866436.42,15866308.4,15866011.4,15865947.4,15865923,15865926,15866144.8,15881181.47
Europe & Central Asia (IDA & IBRD countries),TEC,Land area (sq. km),AG.LND.TOTL.K2,1444290,1444290,1443300,22890540,22985054,22988615,22988623,22988632,22988690.3,22988583.9,22985330.6,22985363
Togo,TGO,Land area (sq. km),AG.LND.TOTL.K2,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390
Thailand,THA,Land area (sq. km),AG.LND.TOTL.K2,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890
Tajikistan,TJK,Land area (sq. km),AG.LND.TOTL.K2,,,,139960,139960,138790,138790,138790,138790,138790,138790,138790
Turkmenistan,TKM,Land area (sq. km),AG.LND.TOTL.K2,,,,469930,469930,469930,469930,469930,469930,469930,469930,469930
Latin America & the Caribbean (IDA & IBRD countries),TLA,Land area (sq. km),AG.LND.TOTL.K2,19942192,19942112,19942112,19913632,19913632,19913412,19913412,19913412,19913472,19912693,19912693,19912693
Timor-Leste,TLS,Land area (sq. km),AG.LND.TOTL.K2,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870
Middle East & North Africa (IDA & IBRD countries),TMN,Land area (sq. km),AG.LND.TOTL.K2,8637960,8637920,8637920,8637920,8635260,8635069,8635069,8628809,8628809,8628823,8628823,8628823
Tonga,TON,Land area (sq. km),AG.LND.TOTL.K2,720,720,720,720,720,720,720,720,720,720,720,720
South Asia (IDA & IBRD),TSA,Land area (sq. km),AG.LND.TOTL.K2,4779203,4779203,4779203,4772630,4770947,4770130,4770157,4770157,4770124,4770124.47,4770120,4770120
Sub-Saharan Africa (IDA & IBRD countries),TSS,Land area (sq. km),AG.LND.TOTL.K2,23618191,23617391,23617391,23617391,23766737.06,23890886.13,23890893.97,23890882.05,23890897.14,23890909.4,23890863.09,23890863.09
Trinidad and Tobago,TTO,Land area (sq. km),AG.LND.TOTL.K2,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130
Tunisia,TUN,Land area (sq. km),AG.LND.TOTL.K2,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360
Turkiye,TUR,Land area (sq. km),AG.LND.TOTL.K2,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630
Tuvalu,TUV,Land area (sq. km),AG.LND.TOTL.K2,30,30,30,30,30,30,30,30,30,30,30,30
Tanzania,TZA,Land area (sq. km),AG.LND.TOTL.K2,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800
Uganda,UGA,Land area (sq. km),AG.LND.TOTL.K2,199810,199810,199810,199810,200520,200520,200520,200520,200520,200520,200520,200520
Ukraine,UKR,Land area (sq. km),AG.LND.TOTL.K2,,,,579350,579320,579290,579290,579300,579400,579400,579400,579400
Upper middle income,UMC,Land area (sq. km),AG.LND.TOTL.K2,34688960,34688830,34688830,54770802,54861018,54858566,54858522,54858284,54858263.3,54857469.9,54854105.6,54869206.47
Uruguay,URY,Land area (sq. km),AG.LND.TOTL.K2,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020
United States,USA,Land area (sq. km),AG.LND.TOTL.K2,9158960,9158960,9158960,9161920,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420
Uzbekistan,UZB,Land area (sq. km),AG.LND.TOTL.K2,,,,435965,435892,440600,440591,440588,440587,440555,440650,440653
St. Vincent and the Grenadines,VCT,Land area (sq. km),AG.LND.TOTL.K2,390,390,390,390,390,390,390,390,390,390,390,390
"Venezuela, RB",VEN,Land area (sq. km),AG.LND.TOTL.K2,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050
British Virgin Islands,VGB,Land area (sq. km),AG.LND.TOTL.K2,150,150,150,150,150,150,150,150,150,150,150,150
Virgin Islands (U.S.),VIR,Land area (sq. km),AG.LND.TOTL.K2,350,350,350,350,350,350,350,350,350,350,350,350
Viet Nam,VNM,Land area (sq. km),AG.LND.TOTL.K2,325490,325490,325490,311060,313294,313383,313387,313403,313429,313429,313429,313429
Vanuatu,VUT,Land area (sq. km),AG.LND.TOTL.K2,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190
World,WLD,Land area (sq. km),AG.LND.TOTL.K2,107698302.5,107696493.2,107693723.7,129577095.5,129814626.8,129940891.2,129950689,129943403.1,129944109.6,129943267.9,129939343.2,129777684.1
Samoa,WSM,Land area (sq. km),AG.LND.TOTL.K2,2830,2830,2830,2830,2830,2830,2830,2780,2780,2780,2780,2780
Kosovo,XKX,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,
"Yemen, Rep.",YEM,Land area (sq. km),AG.LND.TOTL.K2,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970
South Africa,ZAF,Land area (sq. km),AG.LND.TOTL.K2,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090
Zambia,ZMB,Land area (sq. km),AG.LND.TOTL.K2,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390
Zimbabwe,ZWE,Land area (sq. km),AG.LND.TOTL.K2,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850
